sample_id,source,original_index,text,true_label,true_label_name,pred_label,pred_label_name,target_class,target_class_name,outcome,neg_prob,pos_prob,confidence,original_len,tokens
test_6606,test,6606,미안한데 최악이네요 ㅠ,0,negative,0,negative,0,negative,TN,0.9991022348403931,0.000897844904102385,0.9991022348403931,5,미안하다 최악 이네 요 ㅠ
test_5019,test,5019,노답....연출문제,0,negative,0,negative,0,negative,TN,0.9536942839622498,0.04630572348833084,0.9536942839622498,4,노답 .... 연출 문제
test_24751,test,24751,하..ㅇ..ㅇ..ㅇ,1,positive,0,negative,0,negative,FN,0.5197619199752808,0.48023802042007446,0.5197619199752808,7,하 .. ㅇ .. ㅇ .. ㅇ
test_12717,test,12717,백조가 오데뜨공주로 변할때 그녀를 감싸던 그물이 너무 예뻤다,1,positive,1,positive,1,positive,TP,0.16132977604866028,0.8386702537536621,0.8386702537536621,12,백조 오다 뜨다 공주 로 변하다 때 그녀 감싸다 그물 너무 예쁘다
test_19905,test,19905,영화시간이 안맞아서 아무꺼나 봤는데.진짜 공포영화보다 웃은적 첨임... 0점은 없나,0,negative,0,negative,0,negative,TN,0.9707527160644531,0.0292473416775465,0.9707527160644531,20,영화 시간 안 맞다 아무 꺼 나 보다 . 진짜 공포영화 보다 웃다 적 첨 임 ... 0 점 없다
test_23507,test,23507,기황후와 신의선물 사이에서 안타까울 뿐입니다.윤계상 조진웅 연기 정말 좋고 내용도 잼난데...다시보기나 재방송으로 많이들 보실거라 생각하니 배우분들 힘내시기 바랍니다.,1,positive,1,positive,1,positive,TP,0.04556979611515999,0.9544301629066467,0.9544301629066467,30,기황후 신의 선물 사이 에서 안타깝다 뿐이다 . 윤계상 조진웅 연기 정말 좋다 내용 잼 난 데 ... 다시 보기 나 재방송 많이 들다 보다 생각 배우 분들 힘내다 바라다
test_13273,test,13273,오호호,1,positive,1,positive,1,positive,TP,0.4935092628002167,0.5064907670021057,0.5064907670021057,1,오호호
test_46290,test,46290,정말 감동적이네요.. 정말정말.. 감동적이고 슬픈 영하네요..,1,positive,1,positive,1,positive,TP,0.014315469190478325,0.9856845140457153,0.9856845140457153,13,정말 감동 적다 .. 정말 정말 .. 감동 적 이고 슬프다 영 ..
test_31167,test,31167,나하고 안맞는건지 설정은 그렇다쳐도 풀어나가는 모습은 딱 어린이용.,0,negative,0,negative,0,negative,TN,0.98643559217453,0.01356440782546997,0.98643559217453,15,나하 고 안 맞다 건지다 설정 그렇다 다치다 풀다 나가다 모습 딱 어린이 용 .
test_24275,test,24275,ㅋ이게뭐엑 ㅋ참으로좀 흑엑,0,negative,0,negative,0,negative,TN,0.9425463676452637,0.05745367333292961,0.9425463676452637,8,ㅋ 게 뭐 엑 ㅋ 참으로 흑 엑
test_8952,test,8952,지루하고 내용도 별로..,0,negative,0,negative,0,negative,TN,0.9990915060043335,0.0009085182682611048,0.9990915060043335,4,지루하다 내용 별로 ..
test_11725,test,11725,"오늘 갑자기 다시 보고 싶은 영화,, 우아한 보사노바 열대야처럼 느린 시간",1,positive,1,positive,1,positive,TP,0.1916685700416565,0.8083314299583435,0.8083314299583435,13,"오늘 갑자기 다시 보고 싶다 영화 ,, 우아하다 보사노바 열대야 처럼 느리다 시간"
test_49354,test,49354,"“수많은 기독교인들의 통일을 위한 기도가 응답받지 못한 이유는?” 영화를 보진 않았지만 카피엔 답할수 있다.도킨스 말대로 하느님이란 없으니까.과일 하나 따먹었다고 원죄를 씌워 내치고,노아 이외 인류를 수장시키고도 우리를 사랑한다고? 삶 자체를 즐기시라",0,negative,0,negative,0,negative,TN,0.8066339492797852,0.19336611032485962,0.8066339492797852,30,“ 수많다 기독교인 통일 을 위 기도 응답 받다 못 이유 ? ” 영화 보다 않다 카피 엔 답 있다 . 도킨스 말 대로 하느님 이란 없다 . 과일 하나
test_19202,test,19202,진짜 무조건 봐야하는영화. 황정민의 실제같이 느껴지는 몰입력과 섬세한 표현력이 영화보는 내내 집중하게 만들었다. 힐링되는 영화,1,positive,1,positive,1,positive,TP,0.003301643766462803,0.9966983199119568,0.9966983199119568,24,진짜 무조건 보다 야하다 영화 . 황정민 실제 같이 느껴지다 몰입 력 섬세하다 표현 력 영 화보 내내 집중 만들다 . 힐링 되다 영화
test_33149,test,33149,미국 역사에 대한 절묘한 코미디,1,positive,1,positive,1,positive,TP,0.2804696261882782,0.7195304036140442,0.7195304036140442,5,미국 역사 대한 절묘하다 코미디
test_39041,test,39041,최고의 영화. 그 외 무슨 말이.,1,positive,1,positive,1,positive,TP,0.2873225510120392,0.7126774787902832,0.7126774787902832,8,최고 영화 . 그 외 무슨 말 .
test_3043,test,3043,오래도록 기억될 마음을 울리는 영화,1,positive,1,positive,1,positive,TP,0.013344965875148773,0.9866549968719482,0.9866549968719482,7,오래도록 기억 되다 마음 을 울리다 영화
test_7233,test,7233,최근 개봉된 뮤지컬식 레미제라블보다. 1999년 개봉된 이영화가 더 감동적이었다. '레 미제라블',1,positive,1,positive,1,positive,TP,0.16241514682769775,0.8375847935676575,0.8375847935676575,23,최근 개봉 되다 뮤지컬 식 레미제라블 보다 . 1999년 개봉 되다 이영화 더 감동 적 이다 . ' 레 미제 라 블 '
test_29670,test,29670,삼국지를 모르는사람이 본다면 5점알고본다면0점인영화 이해가 안가게만들었네,0,negative,0,negative,0,negative,TN,0.9611862897872925,0.03881368413567543,0.9611862897872925,16,삼국지 모르다 사람 보다 5 점알 고 보다 0 점 인 영화 이해 안 가다 만들다
test_16224,test,16224,오게두어라 서리한이 굶주렸다,1,positive,1,positive,1,positive,TP,0.1104997843503952,0.8895002007484436,0.8895002007484436,4,오다 두다 서리 굶주리다
test_14694,test,14694,꼴페미 역겹네,0,negative,0,negative,0,negative,TN,0.9959153532981873,0.004084584303200245,0.9959153532981873,3,꼴 페미 역겹다
test_9114,test,9114,마지막 추억을 떠올리는 씬보며 눈물이.. 추억이란 아름다움에..,1,positive,1,positive,1,positive,TP,0.00620997603982687,0.9937899708747864,0.9937899708747864,13,마지막 추억 을 떠올리다 씬보 며 눈물 .. 추억 이란 아름답다 움 ..
test_5868,test,5868,첨밀밀에 비하면 졸작,0,negative,0,negative,0,negative,TN,0.9992851614952087,0.000714875990524888,0.9992851614952087,3,첨밀밀 비 졸작
test_48078,test,48078,잠깐 동영상으로 보았어요 너무 재미있든데요????,1,positive,1,positive,1,positive,TP,0.11509163677692413,0.8849083185195923,0.8849083185195923,6,잠깐 동영상 보다 너무 재미있다 ????
test_49719,test,49719,평점... 속았다 ㅡㅡ,0,negative,0,negative,0,negative,TN,0.999285876750946,0.0007140905945561826,0.999285876750946,6,평점 ... 속 았 다 ㅡㅡ
test_38887,test,38887,"잔잔한 영화 좋아하지만 이건 뭐,, 잔잔한 게 아니라 지루한 수준",0,negative,0,negative,0,negative,TN,0.9912756681442261,0.008724361658096313,0.9912756681442261,11,"잔잔하다 영화 좋아하다 이건 뭐 ,, 잔잔하다 게 아니다 지루하다 수준"
test_9267,test,9267,나오지 말지 그랬냐,0,negative,0,negative,0,negative,TN,0.6496500372886658,0.35034996271133423,0.6496500372886658,4,나오다 말 지 그렇다
test_35788,test,35788,아직까진 내생에 베스트 드라마 ㅎ ㅎ,1,positive,1,positive,1,positive,TP,0.004083456005901098,0.9959165453910828,0.9959165453910828,7,아직 까진 내생 베스트 드라마 ㅎ ㅎ
test_40338,test,40338,딸과 딸 친구랑 같이 봤는데 어린이들도 재미있게 보는 곳 같더라고요,1,positive,1,positive,1,positive,TP,0.018788648769259453,0.9812113046646118,0.9812113046646118,11,딸 딸 친구 랑 같이 보다 어린이 재미있다 보다 곳 같다
test_30698,test,30698,배우들이 만든 작품을 보고싶으면 신데렐라언니.,1,positive,1,positive,1,positive,TP,0.2643584609031677,0.7356415390968323,0.7356415390968323,8,배우 만들다 작품 을 보다 신데렐라 언니 .
test_25934,test,25934,1빠다.오뚜기 아줌마 김영애씨 우연히 만났는데 진짜로 얼굴크기가 조막만 하더군.,0,negative,1,positive,1,positive,FP,0.4861404001712799,0.5138596296310425,0.5138596296310425,16,1 빠다 . 오뚜기 아줌마 김영애 씨 우연히 만나다 진짜 로 얼굴크기 조 막 만 .
test_40802,test,40802,이 영화 너무 재밌게 봤어요! 5번 정도 본 것 같네요ㅎ_ㅎ,1,positive,1,positive,1,positive,TP,0.0009832315845414996,0.9990167617797852,0.9990167617797852,14,영화 너무 재밌다 보다 ! 5 번 정도 보다 것 같다 ㅎ _ ㅎ
test_47618,test,47618,아나 진자 재미없다 ㅡㅡ 역시 이런건집에서봐야되는거가틈,0,negative,0,negative,0,negative,TN,0.937993586063385,0.062006380409002304,0.937993586063385,11,아 나 진자 재미없다 ㅡㅡ 역시 이렇다 건지다 보다 되다 틈
test_28351,test,28351,루크에반스믿고봤더니...,0,negative,1,positive,1,positive,FP,0.32242268323898315,0.6775773167610168,0.6775773167610168,4,루크에반스 믿다 보다 ...
test_44161,test,44161,이런.. 이걸 왜? 흠흠.,0,negative,0,negative,0,negative,TN,0.9244669079780579,0.07553312927484512,0.9244669079780579,8,이렇다 .. 걸 왜 ? 흠 흠 .
test_5043,test,5043,굳이 로그인해서 평점을 쓰게 만드는 놀라운 영화,0,negative,0,negative,0,negative,TN,0.5352720618247986,0.4647279679775238,0.5352720618247986,8,굳이 로그인 평점 을 쓰다 만들다 놀랍다 영화
test_11174,test,11174,막장드라마는 새로운 장르입니다. 너무 재밌게 보고 있습니다 빨리 다 죽여주세요,0,negative,1,positive,1,positive,FP,0.0462321937084198,0.9537677764892578,0.9537677764892578,12,막장드라마 새롭다 장르 이다 . 너무 재밌다 보고 있다 빨리 다 죽여주다
test_17285,test,17285,MB가 대체 무슨 죄를 저질렀나? 노무현이만 하겠느냐?,0,negative,0,negative,0,negative,TN,0.9381469488143921,0.06185309961438179,0.9381469488143921,10,MB 가다 대체 무슨 죄 저지르다 ? 노무현 만 ?
test_34754,test,34754,둘의 케미도 비주얼도 잘어울리고.이미지와 잘 맞는 옷을 입은 배역인듯.차분한 로맨스...오랜만에 감성돋는 영화였다,1,positive,1,positive,1,positive,TP,0.0453314483165741,0.9546685814857483,0.9546685814857483,25,둘 케미 비주 얼다 어울리다 . 이미지 자다 맞다 옷 을 입다 배역 인 듯 . 차분하다 로맨스 ... 오랜 만 감성 돋다 영화 이다
test_19512,test,19512,랄랄라 랄랄라 랄랄랄랄라~ 최고최고~!^^,1,positive,1,positive,1,positive,TP,0.00030375082860700786,0.9996962547302246,0.9996962547302246,8,랄랄라 랄랄라 랄랄 랄랄라 ~ 최고 최고 ~!^^
test_6292,test,6292,"""설령 그가 """"김철수"""" 였다 해도 문제는 그가 아니라 이나라의 역사이다.""",1,positive,1,positive,1,positive,TP,0.11198297142982483,0.8880169987678528,0.8880169987678528,15,""" 설령 그 """" 김철수 """" 이다 해도 문제 그 아니다 이나라 역사 이다 ."""
test_3620,test,3620,"이해 못한 놈들은 재미없다고할 영화고, 영화에 빠져든사람은 재밌게봤을영화임....",1,positive,1,positive,1,positive,TP,0.08422687649726868,0.9157730937004089,0.9157730937004089,15,"이해 못 놈 재미없다 영화 고 , 영화 빠져들다 사람 재밌다 보다 영화 임 ...."
test_37812,test,37812,당시 언론에선 독특한 영화라고 하더니만 참 서글프다 ..,0,negative,1,positive,1,positive,FP,0.26332905888557434,0.7366709113121033,0.7366709113121033,9,당시 언론 에선 독특하다 영화 라고 차다 서글프다 ..
test_42798,test,42798,뭘 말하려는걸까 어정쩡하고 보는내내 지루함만 느끼게 하니 원...긴장감도 없고 웃기지도 않고,0,negative,0,negative,0,negative,TN,0.9921282529830933,0.00787176750600338,0.9921282529830933,15,뭘 말 끄다 어정쩡하다 보다 지루함 만 느끼다 하니 원 ... 긴장감 없다 웃기다 않다
test_7077,test,7077,시시,0,negative,0,negative,0,negative,TN,0.9747527241706848,0.025247270241379738,0.9747527241706848,1,시시
test_29802,test,29802,재미없다 감동이 없다.,0,negative,0,negative,0,negative,TN,0.9752070307731628,0.024792971089482307,0.9752070307731628,4,재미없다 감동 없다 .
test_23703,test,23703,정신건강에 안좋은 걸 떠나서 너무 노잼!연예인을 많이 캐스팅한게 문젠듯서로 안면있으니까 뭉치네 이거 머리수싸움임?ㅋㅋㅋ그리고 프로그램 이름이 지니어스인데 머리쓰는 사람뉘규? 개뿔 없고 홍진호씨가 있었는데홍 탈락과 동시에 이 프로그램은 망했네요,0,negative,0,negative,0,negative,TN,0.9927104711532593,0.00728954654186964,0.9927104711532593,30,정신건강 안좋다 걸 떠나다 너무 노잼 ! 연예인 을 많이 캐스팅 게 문 젠듯 서로 안다 뭉치 네 거 머리 수 싸움 임 ? ㅋㅋㅋ 그리고 프로그램 이름 지니어스 인데
test_11955,test,11955,"시장에서 더할나위 없이불쾌한 무식녀들, 대 실망이다",0,negative,0,negative,0,negative,TN,0.9650834798812866,0.03491654247045517,0.9650834798812866,12,"시장 에서 더하다 나위 없이 불쾌하다 무식 녀 , 대다 실망 이다"
test_664,test,664,소장했었는데 비디오테잎 누가빌려갔는데 행불. 보고싶다 ㅡㅡ,1,positive,1,positive,1,positive,TP,0.1777375042438507,0.8222624659538269,0.8222624659538269,9,소장 비디오테잎 누가 빌리다 가다 행불 . 보다 ㅡㅡ
test_26314,test,26314,큭큭큭,1,positive,1,positive,1,positive,TP,0.4935092628002167,0.5064907670021057,0.5064907670021057,1,큭큭큭
test_40004,test,40004,병맛 쩌는 영화,0,negative,0,negative,0,negative,TN,0.7620534300804138,0.2379465252161026,0.7620534300804138,3,병맛 쩌 영화
test_7270,test,7270,그때 당시엔 아바타보다 더 인기였어.,1,positive,1,positive,1,positive,TP,0.4671837091445923,0.5328163504600525,0.5328163504600525,9,그때 당시 엔 아바타 보다 더 인기 이다 .
test_7187,test,7187,먼 구성이 이러냐..짜증나서 못보겠다..개 졸작이구만..별 하나도 아까움,0,negative,0,negative,0,negative,TN,0.9990134239196777,0.00098654895555228,0.9990134239196777,16,멀다 구성 이르다 .. 짜증나다 못 보다 .. 개 졸작 이구만 .. 별 하나 아깝다 움
test_4442,test,4442,연애 결혼 부부생활 중년의 사랑까지 정말 감명깊게 봤네요. 이경영씨 역할도 참 좋았네요.문소리씨 부부도요~^^,1,positive,1,positive,1,positive,TP,0.025820201262831688,0.9741798639297485,0.9741798639297485,23,연애 결혼 부부 생활 중년 사랑 까지 정말 감명 깊다 보다 . 이경영 씨 역할 차다 좋다 . 문소리 씨 부부 요 ~^^
test_3609,test,3609,"현란하고 정신없으며 자극적인 영상들로 가득하지만, 이게 공포나 스릴로 이어지진 않는다. 교회, 성흔, 복음서 등 기독교 요소는 의미 있는 무언가를 만들지도 못한다.",0,negative,1,positive,1,positive,FP,0.34412795305252075,0.6558720469474792,0.6558720469474792,30,"현란하다 정신 없다 자극 적 인 영상 로 가득하다 , 게 공포 나 스릴 로 이어지다 않다 . 교회 , 성흔 , 복음서 등 기독교 요소 의미 있다 무언가 만들다"
test_25238,test,25238,감동!,1,positive,1,positive,1,positive,TP,0.02807743474841118,0.9719225168228149,0.9719225168228149,2,감동 !
test_17532,test,17532,마지막 경기씬은 록키1보다 더 대단했다. 열광할 수 밖에 없는 영화. 그리고 중간의 애드리안을 향한 그의 사랑표현은 진정 감동이었다.,1,positive,1,positive,1,positive,TP,0.03859066963195801,0.961409330368042,0.961409330368042,28,마지막 경 기 씬 록키 1 보다 더 대단하다 . 열광하다 수 밖에 없다 영화 . 그리고 중간 애 드리다 향 그 사랑 표현 진정 감동 이다 .
test_37593,test,37593,"허블을 이용한 우주 관련 다큐인줄 알았더니 그냥 허블 발사, 수리 관련 다큐였음.",0,negative,0,negative,0,negative,TN,0.899372398853302,0.10062761604785919,0.899372398853302,18,"허블 을 이용 우주 관련 다큐 인 줄 알다 그냥 허블 발사 , 수리 관련 다큐 이다 ."
test_45195,test,45195,황당한데.,0,negative,0,negative,0,negative,TN,0.9892219305038452,0.010778073221445084,0.9892219305038452,2,황당하다 .
test_49722,test,49722,최고의 영화! 재미랑 감동 두가지 다 잡은 느낌,1,positive,1,positive,1,positive,TP,0.009549571201205254,0.9904504418373108,0.9904504418373108,11,최고 영화 ! 재미 랑 감동 두 가지 다 잡다 느낌
test_27251,test,27251,상처를 가진 남자와 그녀만의 아름다운 사랑이야기,1,positive,1,positive,1,positive,TP,0.0052693085744977,0.9947307109832764,0.9947307109832764,8,상처 가지다 남자 그녀 만의 아름답다 사랑 이야기
test_1908,test,1908,이준기 연기가 돋보였고 재밌음,1,positive,1,positive,1,positive,TP,0.00619076332077384,0.9938092827796936,0.9938092827796936,4,이준기 연기 돋보이다 재밌다
test_9501,test,9501,평점 너무하네 ㅡㅡ 어여쁜 청아 보는 재미로 10점은 줘야함!,1,positive,1,positive,1,positive,TP,0.24121010303497314,0.7587899565696716,0.7587899565696716,13,평점 너무하다 ㅡㅡ 어여쁘다 청아 보다 재미 로 10 점 주다 야하다 !
test_4484,test,4484,가나다라마바사아자차,0,negative,0,negative,0,negative,TN,0.8611490726470947,0.13885089755058289,0.8611490726470947,5,가나다 라마 바사 아자 차
test_26712,test,26712,골1처럼 골2도 개쩔음ㅋ 산티아고 뮤네즈 짱!!! 골3 볼꺼임ㅋ,1,positive,1,positive,1,positive,TP,0.01946989819407463,0.9805301427841187,0.9805301427841187,19,골 1 처럼 골 2 개 쩔다 ㅋ 산티아고 뮤 네 즈 짱 !!! 골 3 보다 임 ㅋ
test_16196,test,16196,최악. 왜평점이높은지모르겠다,0,negative,0,negative,0,negative,TN,0.999492883682251,0.0005071212654002011,0.999492883682251,6,최악 . 왜 평점 높다 모르다
test_31206,test,31206,우리 엽사부님 어디갔어,0,negative,1,positive,1,positive,FP,0.060103729367256165,0.939896285533905,0.939896285533905,6,우리 엽 사부 님 어디 가다
test_43412,test,43412,현실속 평범한 여자가 소리지르고 우기고 때쓰고 해본다고 생각하면 어지간히 빡칠듯.,0,negative,0,negative,0,negative,TN,0.9855518341064453,0.014448233880102634,0.9855518341064453,15,현 실속 평범하다 여자 소리 지르다 우기 고 때 쓰다 해보다 생각 어지간하다 빡치다 .
test_27434,test,27434,이영화가 왜 점수가 높은지 이해가 안간다 보다가 말아버린 몇안되는영화,0,negative,0,negative,0,negative,TN,0.832925021648407,0.1670749932527542,0.832925021648407,14,이영화 왜 점수 높다 이해 안 간다 보다 말 아 버리다 몇 안되다 영화
test_28992,test,28992,키아누 리브스 이때는 진짜 꽃미남 이었네요~!,1,positive,1,positive,1,positive,TP,0.3304845690727234,0.6695154309272766,0.6695154309272766,9,키 아누 리브 스 때 진짜 꽃미남 이다 ~!
test_33489,test,33489,성룡영화라 기대는 되지만 제목이 왠지....ㅋㅋㅋㅋㅋ,1,positive,1,positive,1,positive,TP,0.2905091941356659,0.7094908356666565,0.7094908356666565,9,성룡 영화 라 기대다 되다 제목 왠지 .... ㅋㅋㅋㅋㅋ
test_3820,test,3820,연기가 인상적,1,positive,1,positive,1,positive,TP,0.30352112650871277,0.6964789032936096,0.6964789032936096,3,연기 인상 적
test_32752,test,32752,꼴데라 하지마라 이제 못해도 4데다,1,positive,0,negative,0,negative,FN,0.7739743590354919,0.22602565586566925,0.7739743590354919,6,꼴다 이제 못 4 데 다
test_36343,test,36343,평점 잘 안쓰는데 갠적으로 기대도 안하고 봤던 영화인데 액션/반전이 있는 영화 나에게 있어 첫번째 인도 영화였는데 기대 이상이네,1,positive,1,positive,1,positive,TP,0.19061802327632904,0.8093819618225098,0.8093819618225098,28,평점 자다 안 쓰다 갠 적 기대다 안 하고 보다 영화 인데 액션 / 반전 있다 영화 나 에게 있다 첫 번째 인도 영화 이다 기대 이상 이네
test_35231,test,35231,전편은 이 작품의 세계관이나 인물들의 관계 등등이 신선하고 재밌었다면 이번편은 그냥 여주의 죄책감만 줄창 나와서 지루하게까지 느껴졌다. 그리고 로맨스도 너무 엉성해서 영..,0,negative,0,negative,0,negative,TN,0.8458052277565002,0.15419480204582214,0.8458052277565002,27,전편 작품 세계관 이나 인물 관계 등등 신선하다 재밌다 이번 편 그냥 여주 죄책감 만 줄창 나오다 지루하다 느껴지다 . 그리고 로맨스 너무 엉 성하다 영 ..
test_18526,test,18526,애들은 좋댄다;;,0,negative,0,negative,0,negative,TN,0.6949281096458435,0.3050718903541565,0.6949281096458435,4,애 좋다 대다 ;;
test_30015,test,30015,반전이라 할 수 없는 스토리와 소피마르소의 각진 턱,0,negative,1,positive,1,positive,FP,0.43034666776657104,0.5696532726287842,0.5696532726287842,12,반전 이라 수 없다 스토리 소 피 마르 소의 각 진 턱
test_43761,test,43761,엔딩곡이 좋아 2점 줌.,0,negative,0,negative,0,negative,TN,0.5762431025505066,0.423756867647171,0.5762431025505066,7,엔딩 곡 좋다 2 점 줌 .
test_9933,test,9933,강간 장면은 지나치게 자세하고 노골적인 반면에 강간범들을 응징하는 장면은 그렇게 속이 후련하지 않아서...,0,negative,0,negative,0,negative,TN,0.8449966311454773,0.1550033837556839,0.8449966311454773,17,강간 장면 지나치다 자세하다 노골 적 인 반면 강간범 을 응징 장면 그렇게 속이다 후련하다 않다 ...
test_36460,test,36460,이영화 제목이 생각안나서 엄청찾았는데ㅜㅜ 진짜 시간이 오래지나서 보아도 명작,1,positive,1,positive,1,positive,TP,0.010880659334361553,0.989119291305542,0.989119291305542,14,이영화 제목 생각 안나 서 엄청 찾다 ㅜㅜ 진짜 시간 오래 지나다 보아 명작
test_37609,test,37609,똥 망 허 접 해 요 ... 근데 카밀라는 이뻐요,0,negative,0,negative,0,negative,TN,0.9937022924423218,0.006297685671597719,0.9937022924423218,10,똥 망 허다 접 해 요 ... 근데 카밀라 이쁘다
test_30632,test,30632,"전혀개연성 없이 첩보,휴먼,성장,코미디,로맨스 모든게 들어가있는 뒤죽박죽 개잡탕영화. 감독이 고교 영화동아리수준",0,negative,0,negative,0,negative,TN,0.9707192182540894,0.029280798509716988,0.9707192182540894,26,"전혀 개 연성 없이 첩보 , 휴먼 , 성장 , 코미디 , 로맨스 모든 게 들어가다 뒤죽박죽 개 잡탕 영화 . 감독 고교 영화 동아리 수준"
test_9347,test,9347,이러니까 성냥팔이가.. ㅋ,0,negative,0,negative,0,negative,TN,0.9974194765090942,0.002580470871180296,0.9974194765090942,5,이러니까 성냥 팔이 .. ㅋ
test_21912,test,21912,제발 이런거 극장에서 개봉좀 해줘라.. 극장개봉 기다리다 결국 다운받아봤네.. 최고~,1,positive,1,positive,1,positive,TP,0.08341247588396072,0.9165875315666199,0.9165875315666199,17,제발 이렇다 극장 에서 개봉 해주다 .. 극장 개봉 기다리다 결국 다운 받다 보다 .. 최고 ~
test_30512,test,30512,레지♡진 그리구 감초 톡톡히 윌프와 씨씨:)Ost 넘 좋다@.@!,1,positive,1,positive,1,positive,TP,0.0021116603165864944,0.9978883862495422,0.9978883862495422,15,레 지 ♡ 진 그리다 감초 톡톡하다 윌프 씨 씨 :) Ost 넘다 좋다 @.@!
test_7983,test,7983,으하하 으하하 으하하하,0,negative,0,negative,0,negative,TN,0.9255067706108093,0.07449327409267426,0.9255067706108093,7,으 하하 으 하하 으 하하 하
test_23310,test,23310,작년초에 영화관에서 봤는데 셔터아일랜드 안본걸 심각히 후회했지,0,negative,0,negative,0,negative,TN,0.9617868661880493,0.038213152438402176,0.9617868661880493,12,작년 초 영화관 에서 보다 셔터 아일랜드 안 본 걸 심각하다 후회
test_1007,test,1007,이거 진짜 하나도 안 무서움별 하나 주기도 아까워ㅋ,0,negative,0,negative,0,negative,TN,0.983225405216217,0.016774585470557213,0.983225405216217,10,거 진짜 하나 안 무서움 별 하나 주기도 아깝다 ㅋ
test_16958,test,16958,당시 일본만화는 야하거나 유치한것같은 수준 낮은 것 밖에 없는 줄 알았던 나를 각성시켜 준 작품,1,positive,1,positive,1,positive,TP,0.2607894241809845,0.7392106056213379,0.7392106056213379,17,당시 일본만화 야하다 유치하다 같다 수준 낮다 것 밖에 없다 줄 알다 나르다 각성 시키다 준 작품
test_11665,test,11665,유루유리 하지마루요~유루유리 하지마루요~유루유리 하지마루요~유루유리 하지마루요~유루유리 하지마루요~유루유리 하지마루요~유루유리 하지마루요~유루유리 하지마루요~유루유리 하지마루요~유루유리 하지마루요~유루유리 하지마루요~유루유리 하지마루요~,0,negative,0,negative,0,negative,TN,0.5108702778816223,0.48912978172302246,0.5108702778816223,30,유루유리 마루 요 ~ 유루유리 마루 요 ~ 유루유리 마루 요 ~ 유루유리 마루 요 ~ 유루유리 마루 요 ~ 유루유리 마루 요 ~ 유루유리 마루 요 ~ 유루유리 마루
test_22627,test,22627,소름끼친다!,1,positive,1,positive,1,positive,TP,0.050710391253232956,0.9492895603179932,0.9492895603179932,2,소름끼치다 !
test_44040,test,44040,우와.... 내가 시나리오를 쓰고 싶을 정도로 구멍이 숭숭 뚫린 영화다.,0,negative,0,negative,0,negative,TN,0.949889063835144,0.050110895186662674,0.949889063835144,14,우와 .... 내 시나리오 쓰다 싶다 정도 로 구멍 숭숭 뚫리다 영화 다 .
test_3410,test,3410,여성관객들도 이해하기 싫은 영화... 공감대형성의 실패!,0,negative,0,negative,0,negative,TN,0.9945829510688782,0.00541710015386343,0.9945829510688782,12,여 성 관객 이해 싫다 영화 ... 공감 대형 성의 실패 !
test_44786,test,44786,달콤하면서씁슬한 문,1,positive,1,positive,1,positive,TP,0.032644253224134445,0.9673557281494141,0.9673557281494141,4,달콤하다 쓰다 슬 문
test_48367,test,48367,글로리아 입도 곽부성도 매염방도 없는데다 재미까지 없다,0,negative,1,positive,1,positive,FP,0.40143704414367676,0.5985628962516785,0.5985628962516785,8,글로리아 입도 곽부성 매염방 없다 재미 까지 없다
test_39424,test,39424,정말 정말 아쉬운 드라마 정말 대작이였을수도 있었던 드라마라서 속상하다 시즌으로 이어졌으면 좋겠다 배우둘위 멋진 연기.... ㅜ,1,positive,1,positive,1,positive,TP,0.007421151269227266,0.9925788044929504,0.9925788044929504,20,정말 정말 아쉽다 드라마 정말 대작 이다 있다 드라마 라서 속상하다 시즌 이어지다 좋다 배우 둘위 멋지다 연기 .... ㅜ
test_19615,test,19615,이거 8부로 끝내는게 아니라 사계절 동안 하는걸로 알고 있습니다. 일단 이번에 8부로 끝나면 할배들이랑 여행갔다가 다시 삼시세끼 할것이라고 생각드네요,1,positive,1,positive,1,positive,TP,0.2975549101829529,0.7024450898170471,0.7024450898170471,30,거 8 부로 끝내다 아니다 사계절 동안 하 는걸 로 알 고 있다 . 일단 이번 8 부로 끝나다 할배 이랑 여행 가다 다시 삼 시세 끼 생각 드 네
test_23726,test,23726,첩보 액션의 정점에 이른 명작. 우리나라에선 언제쯤 이런 영화를 볼 수 있을까,1,positive,1,positive,1,positive,TP,0.008446980267763138,0.991553008556366,0.991553008556366,15,첩보 액션 정점 이르다 명작 . 우리나라 에선 언제 쯤 이렇다 영화 볼 수 있다
test_8364,test,8364,저는 중3이고 피디박스에서 이거받아봣는데.처음장면은별로고,0,negative,0,negative,0,negative,TN,0.7907270789146423,0.20927290618419647,0.7907270789146423,17,저 중 3 이고 피디 박스 에서 거 받다 봣 늘다 . 처음 장 면 은별 로고
test_16798,test,16798,사스가 졸작데스요네~ 평점와 주작데스요!!,0,negative,0,negative,0,negative,TN,0.9613754153251648,0.038624636828899384,0.9613754153251648,12,사스 졸작 데스 요 네 ~ 평점 주 작 데스 요 !!
test_46978,test,46978,아 정말.....진짜 너무 너무 대단한 영화다 크림슨타이드 보다 한수위던데,1,positive,1,positive,1,positive,TP,0.15247206389904022,0.8475279808044434,0.8475279808044434,15,아 정말 ..... 진짜 너무 너무 대단하다 영화 다 크림슨 타 이드 보다 수위 던데
